Common Name,Faculty,Number,Course Title,Schedule,Lecture Hours,Lab Hours,Weight,Description,Prerequisites,Corequisites,Restrictions,Equates,Departments,Offerings,External Course Codes
HIST*3140,HIST,3140,Witch-hunts and Popular Culture,"S,F",3,0,0.50,"This course will explore the phenomenon of the 'witch-hunts' in early modern Europe through a focus on Scotland in the period 1560-1700. In addition to placing the witch-hunts in their historical context by providing students with the background to Scotland’s political, religious, and social history in the early modern period, the course will introduce students to the considerable body of historical writing on the subject of the witch-hunts and give them hands on experience with primary source documents in order to discuss specific witch trials themselves. Popular and elite conceptions of witchcraft will be explored, as well as gender history. ",7.50 credits including 1.00 credits in History,,,,Department of History,Offered through Distance Education format only.,

HIST*3150,HIST,3150,History and Culture of Mexico,U,3,0,0.50,"This course will cover the history and culture of Mexico from its Precolumbian civilizations to the present. Topics may include: Aztec and Mayan civilizations, European discovery and conquest, inquisition, convents, independence, the Mexican revolution, indigenismo, NAFTA and Zapatista insurgency in Chiapas. ",7.50 credits,,,,Department of History,,

HIST*3160,HIST,3160,Canadian Political History,U,3,0,0.50,This course consists of a detailed study of the background and development of the Canadian political process and culture. It devotes special attention to the changing role and character of the state. ,"7.50 credits including (1 of HIST*2100, HIST*2600 or HIST*2601/2, POLS*1400, POLS*2300)",,,,Department of History,,

HIST*3180,HIST,3180,Canada Since 1945,U,3,0,0.50,"This course provides an in-depth examination of political, social, cultural, and economic changes in Canada since the Second World War. Particular attention will be paid to the increased diversity of the Canadian population, the development of Canadian institutions, and the changing role played by Canada in the world. ",7.50 credits,,,,Department of History,,

HIST*3200,HIST,3200,Youth in History,F,3,0,0.50,"This course examines the social history of childhood, youth and adolescence in western culture and how life-cycles vary as a function of class, race and ethnicity, gender and sexuality. It will examine the experiences of young people in different historical eras. Questions to be explored include: Does the notion of adolescence transcend history and culture? How have experts constructed institutions such as the high school, the juvenile justice system, the media, medical and social scientific research to channel youth rebellion? Historical case studies will be selected to show generations in political, community and domestic conflict. This interdisciplinary history course draws upon sociology, anthropology, cultural studies, art, music, literature, academic writing and research from Europe, Canada and the United States. ",7.50 credits,,,,Department of History,,

HIST*3230,HIST,3230,"Spain and Portugal, 1085 to 1668",F,3,0,0.50,"The course examines the history of Spain and Portugal from the period of the reconquista to overseas expansion. The course covers the political, diplomatic, religious and cultural development of early modern Spain and Portugal and the rise of the overseas empire. ",7.50 credits,,,,Department of History,,

HIST*3240,HIST,3240,Food History,F,3,0,0.50,"This course will examine the history of food and foodways from the early 19th century to the present. It will explore the impact of changing agricultural practices and the growth of the food processing industry, including the rise of nutritional science, and the impact on eating patterns. ",7.50 credits,,,,Department of History,,

HIST*3260,HIST,3260,Cinema and the Moving Image,F,3,0,0.50,"This course provides a historical survey of cinema and the moving image, as well as the material, cultural, political and technological contexts of their production. Students will come to understand the broad development of the medium over the past one hundred and thirty years, beginning with early, pre-cinematic moving image technologies and ending with an analysis of the influence of other media and merchandizing on cinema. Students will also become familiar with crucial terminology for analyzing and writing about how films have been constructed and how they communicated to audiences over time. Geographic or thematic focus may vary according to the expertise of the instructor. ",7.50 credits,,,,Department of History,,

HIST*3270,HIST,3270,Revolution in the Modern World,W,3,0,0.50,"This course offers a comparative analysis of revolutionary movements in the modern world. It focuses on the French Revolution, the development of a revolutionary tradition in the 19th century, the Russian Revolution, and the Communist Revolution in China. Comparative themes include the relative importance of ideology and class conflict, the emergence of professional revolutionaries, and the relationship between revolutions and international relations. ",7.50 credits,,,,Department of History,,
